mode,seed,steps,wall_sec,audio_sec,pred_frames_msg,used_seed,out_file
clone_caption,1234,24,17.94,4.16,,1234,v4py-clone_caption-seed1234-p416.wav
clone_caption,1235,24,17.39,4.16,,1235,v4py-clone_caption-seed1235-p416.wav
clone_caption,1236,24,17.39,4.16,,1236,v4py-clone_caption-seed1236-p416.wav
clone_caption,1237,24,17.48,4.16,,1237,v4py-clone_caption-seed1237-p416.wav
clone_caption,1238,24,17.52,4.16,,1238,v4py-clone_caption-seed1238-p416.wav
clone_caption,1239,24,17.46,4.16,,1239,v4py-clone_caption-seed1239-p416.wav
clone_caption,1240,24,17.33,4.16,,1240,v4py-clone_caption-seed1240-p416.wav
clone_caption,1241,24,17.32,4.16,,1241,v4py-clone_caption-seed1241-p416.wav
clone_caption,1242,24,17.56,4.16,,1242,v4py-clone_caption-seed1242-p416.wav
clone_caption,1243,24,17.47,4.16,,1243,v4py-clone_caption-seed1243-p416.wav
