mode,seed,steps,wall_sec,audio_sec,pred_frames_msg,used_seed,out_file
clone_caption,1234,24,31.61,8.56,"info: predicted duration frames=214.0, scale=1.000, using_frames=214 (8.560s).",1234,v4py-clone_caption-seed1234-r4s.wav
clone_caption,1235,24,31.38,8.56,"info: predicted duration frames=214.0, scale=1.000, using_frames=214 (8.560s).",1235,v4py-clone_caption-seed1235-r4s.wav
clone_caption,1236,24,31.11,8.56,"info: predicted duration frames=214.0, scale=1.000, using_frames=214 (8.560s).",1236,v4py-clone_caption-seed1236-r4s.wav
clone_caption,1237,24,30.94,8.56,"info: predicted duration frames=214.0, scale=1.000, using_frames=214 (8.560s).",1237,v4py-clone_caption-seed1237-r4s.wav
clone_caption,1238,24,30.99,8.56,"info: predicted duration frames=214.0, scale=1.000, using_frames=214 (8.560s).",1238,v4py-clone_caption-seed1238-r4s.wav
clone_caption,1239,24,31.09,8.56,"info: predicted duration frames=214.0, scale=1.000, using_frames=214 (8.560s).",1239,v4py-clone_caption-seed1239-r4s.wav
clone_caption,1240,24,31.19,8.56,"info: predicted duration frames=214.0, scale=1.000, using_frames=214 (8.560s).",1240,v4py-clone_caption-seed1240-r4s.wav
clone_caption,1241,24,31.38,8.56,"info: predicted duration frames=214.0, scale=1.000, using_frames=214 (8.560s).",1241,v4py-clone_caption-seed1241-r4s.wav
clone_caption,1242,24,30.61,8.56,"info: predicted duration frames=214.0, scale=1.000, using_frames=214 (8.560s).",1242,v4py-clone_caption-seed1242-r4s.wav
clone_caption,1243,24,31.04,8.56,"info: predicted duration frames=214.0, scale=1.000, using_frames=214 (8.560s).",1243,v4py-clone_caption-seed1243-r4s.wav
