mode,seed,total_sec,n_seg,text_end,surplus,last_start,last_dur,gap_before,trail_sil,file,path
clone,1234,11.52,4,10.37,1.15,8.96,1.41,0.48,1.15,v4py-clone-seed1234.wav,out\dur-T3\base\v4py-clone-seed1234.wav
clone,1235,11.52,5,10.49,1.03,9.09,1.4,0.38,1.03,v4py-clone-seed1235.wav,out\dur-T3\base\v4py-clone-seed1235.wav
clone,1236,11.52,6,8.4,3.12,8.94,1.44,0.54,1.14,v4py-clone-seed1236.wav,out\dur-T3\base\v4py-clone-seed1236.wav
clone,1237,11.52,4,10.37,1.15,8.84,1.53,0.46,1.15,v4py-clone-seed1237.wav,out\dur-T3\base\v4py-clone-seed1237.wav
clone,1238,11.52,5,10.39,1.13,9.02,1.37,0.42,1.13,v4py-clone-seed1238.wav,out\dur-T3\base\v4py-clone-seed1238.wav
clone,1239,11.52,5,10.4,1.12,8.94,1.46,0.39,1.12,v4py-clone-seed1239.wav,out\dur-T3\base\v4py-clone-seed1239.wav
clone,1240,11.52,5,10.36,1.16,8.96,1.4,0.58,1.16,v4py-clone-seed1240.wav,out\dur-T3\base\v4py-clone-seed1240.wav
clone,1241,11.52,5,10.52,1.0,9.1,1.42,0.34,1.0,v4py-clone-seed1241.wav,out\dur-T3\base\v4py-clone-seed1241.wav
clone,1242,11.52,6,8.56,2.96,9.03,1.38,0.47,1.11,v4py-clone-seed1242.wav,out\dur-T3\base\v4py-clone-seed1242.wav
clone,1243,11.52,6,8.73,2.79,9.11,1.45,0.38,0.96,v4py-clone-seed1243.wav,out\dur-T3\base\v4py-clone-seed1243.wav
clone_caption,1234,11.64,7,7.08,4.56,9.37,1.72,0.6,0.55,v4py-clone_caption-seed1234.wav,out\dur-T3\base\v4py-clone_caption-seed1234.wav
clone_caption,1235,11.64,7,8.77,2.87,9.99,1.21,0.37,0.44,v4py-clone_caption-seed1235.wav,out\dur-T3\base\v4py-clone_caption-seed1235.wav
clone_caption,1236,11.64,7,8.93,2.71,10.42,0.77,0.3,0.45,v4py-clone_caption-seed1236.wav,out\dur-T3\base\v4py-clone_caption-seed1236.wav
clone_caption,1237,11.64,4,11.14,0.5,9.32,1.82,0.38,0.5,v4py-clone_caption-seed1237.wav,out\dur-T3\base\v4py-clone_caption-seed1237.wav
clone_caption,1238,11.64,8,7.48,4.16,10.04,1.15,0.37,0.45,v4py-clone_caption-seed1238.wav,out\dur-T3\base\v4py-clone_caption-seed1238.wav
clone_caption,1239,11.64,7,8.6,3.04,9.9,1.3,0.35,0.44,v4py-clone_caption-seed1239.wav,out\dur-T3\base\v4py-clone_caption-seed1239.wav
clone_caption,1240,11.64,3,10.36,1.28,8.82,1.54,0.46,1.28,v4py-clone_caption-seed1240.wav,out\dur-T3\base\v4py-clone_caption-seed1240.wav
clone_caption,1241,11.64,6,8.83,2.81,9.23,1.42,0.4,0.99,v4py-clone_caption-seed1241.wav,out\dur-T3\base\v4py-clone_caption-seed1241.wav
clone_caption,1242,11.64,7,8.56,3.08,11.03,0.59,0.39,0.02,v4py-clone_caption-seed1242.wav,out\dur-T3\base\v4py-clone_caption-seed1242.wav
clone_caption,1243,11.64,7,7.19,4.45,9.26,1.93,0.47,0.45,v4py-clone_caption-seed1243.wav,out\dur-T3\base\v4py-clone_caption-seed1243.wav
clone_caption@p1075,1234,10.75,7,6.8,3.95,8.76,1.54,0.57,0.45,v4py-clone_caption-seed1234-p1075.wav,out\dur-T3\p1075\v4py-clone_caption-seed1234-p1075.wav
clone_caption@p1075,1235,10.75,5,10.32,0.43,8.6,1.72,0.41,0.43,v4py-clone_caption-seed1235-p1075.wav,out\dur-T3\p1075\v4py-clone_caption-seed1235-p1075.wav
clone_caption@p1075,1236,10.75,5,10.32,0.43,8.75,1.57,0.35,0.43,v4py-clone_caption-seed1236-p1075.wav,out\dur-T3\p1075\v4py-clone_caption-seed1236-p1075.wav
clone_caption@p1075,1237,10.75,6,8.36,2.39,8.71,1.61,0.35,0.43,v4py-clone_caption-seed1237-p1075.wav,out\dur-T3\p1075\v4py-clone_caption-seed1237-p1075.wav
clone_caption@p1075,1238,10.75,5,10.32,0.43,8.89,1.43,0.84,0.43,v4py-clone_caption-seed1238-p1075.wav,out\dur-T3\p1075\v4py-clone_caption-seed1238-p1075.wav
clone_caption@p1075,1239,10.75,6,8.05,2.7,8.77,1.55,0.72,0.43,v4py-clone_caption-seed1239-p1075.wav,out\dur-T3\p1075\v4py-clone_caption-seed1239-p1075.wav
clone_caption@p1075,1240,10.75,8,6.7,4.05,9.16,1.17,0.25,0.42,v4py-clone_caption-seed1240-p1075.wav,out\dur-T3\p1075\v4py-clone_caption-seed1240-p1075.wav
clone_caption@p1075,1241,10.75,6,8.26,2.49,8.82,1.49,0.56,0.44,v4py-clone_caption-seed1241-p1075.wav,out\dur-T3\p1075\v4py-clone_caption-seed1241-p1075.wav
clone_caption@p1075,1242,10.75,6,8.12,2.63,8.9,1.41,0.78,0.44,v4py-clone_caption-seed1242-p1075.wav,out\dur-T3\p1075\v4py-clone_caption-seed1242-p1075.wav
clone_caption@p1075,1243,10.75,6,8.35,2.4,8.84,1.47,0.49,0.44,v4py-clone_caption-seed1243-p1075.wav,out\dur-T3\p1075\v4py-clone_caption-seed1243-p1075.wav
clone_caption@p1120,1234,11.2,8,7.09,4.11,9.62,1.15,0.3,0.43,v4py-clone_caption-seed1234-p1120.wav,out\dur-T3\p1120\v4py-clone_caption-seed1234-p1120.wav
clone_caption@p1120,1235,11.2,6,8.71,2.49,9.39,1.39,0.68,0.42,v4py-clone_caption-seed1235-p1120.wav,out\dur-T3\p1120\v4py-clone_caption-seed1235-p1120.wav
clone_caption@p1120,1236,11.2,8,8.39,2.81,10.16,0.63,0.34,0.41,v4py-clone_caption-seed1236-p1120.wav,out\dur-T3\p1120\v4py-clone_caption-seed1236-p1120.wav
clone_caption@p1120,1237,11.2,7,8.38,2.82,9.28,1.36,0.32,0.56,v4py-clone_caption-seed1237-p1120.wav,out\dur-T3\p1120\v4py-clone_caption-seed1237-p1120.wav
clone_caption@p1120,1238,11.2,6,9.15,2.05,9.41,1.35,0.26,0.44,v4py-clone_caption-seed1238-p1120.wav,out\dur-T3\p1120\v4py-clone_caption-seed1238-p1120.wav
clone_caption@p1120,1239,11.2,6,8.6,2.6,9.01,1.74,0.41,0.45,v4py-clone_caption-seed1239-p1120.wav,out\dur-T3\p1120\v4py-clone_caption-seed1239-p1120.wav
clone_caption@p1120,1240,11.2,4,10.04,1.16,8.66,1.38,0.48,1.16,v4py-clone_caption-seed1240-p1120.wav,out\dur-T3\p1120\v4py-clone_caption-seed1240-p1120.wav
clone_caption@p1120,1241,11.2,5,10.67,0.53,9.15,1.52,0.28,0.53,v4py-clone_caption-seed1241-p1120.wav,out\dur-T3\p1120\v4py-clone_caption-seed1241-p1120.wav
clone_caption@p1120,1242,11.2,5,10.1,1.1,8.74,1.36,0.6,1.1,v4py-clone_caption-seed1242-p1120.wav,out\dur-T3\p1120\v4py-clone_caption-seed1242-p1120.wav
clone_caption@p1120,1243,11.2,7,7.03,4.17,9.19,1.57,0.7,0.44,v4py-clone_caption-seed1243-p1120.wav,out\dur-T3\p1120\v4py-clone_caption-seed1243-p1120.wav
noref,1234,11.2,6,8.63,2.57,9.23,1.53,0.6,0.44,v4py-noref-seed1234.wav,out\dur-T3\base\v4py-noref-seed1234.wav
noref,1235,11.2,5,10.75,0.45,9.38,1.37,0.56,0.45,v4py-noref-seed1235.wav,out\dur-T3\base\v4py-noref-seed1235.wav
noref,1236,11.2,5,10.78,0.42,9.25,1.53,0.53,0.42,v4py-noref-seed1236.wav,out\dur-T3\base\v4py-noref-seed1236.wav
noref,1237,11.2,5,10.78,0.42,9.18,1.6,0.67,0.42,v4py-noref-seed1237.wav,out\dur-T3\base\v4py-noref-seed1237.wav
noref,1238,11.2,5,10.77,0.43,9.31,1.46,0.59,0.43,v4py-noref-seed1238.wav,out\dur-T3\base\v4py-noref-seed1238.wav
noref,1239,11.2,6,8.7,2.5,9.2,1.58,0.5,0.42,v4py-noref-seed1239.wav,out\dur-T3\base\v4py-noref-seed1239.wav
noref,1240,11.2,5,10.76,0.44,9.12,1.64,0.42,0.44,v4py-noref-seed1240.wav,out\dur-T3\base\v4py-noref-seed1240.wav
noref,1241,11.2,4,10.77,0.43,9.22,1.55,0.67,0.43,v4py-noref-seed1241.wav,out\dur-T3\base\v4py-noref-seed1241.wav
noref,1242,11.2,4,10.76,0.44,9.35,1.41,0.69,0.44,v4py-noref-seed1242.wav,out\dur-T3\base\v4py-noref-seed1242.wav
noref,1243,11.2,4,10.79,0.41,9.19,1.6,0.69,0.41,v4py-noref-seed1243.wav,out\dur-T3\base\v4py-noref-seed1243.wav
