mode,seed,steps,wall_sec,audio_sec,pred_frames_msg,used_seed,out_file
clone_caption,1234,24,25.19,6.56,,1234,v4py-clone_caption-seed1234-a100.wav
clone_caption,1235,24,24.62,6.56,,1235,v4py-clone_caption-seed1235-a100.wav
clone_caption,1236,24,24.65,6.56,,1236,v4py-clone_caption-seed1236-a100.wav
clone_caption,1237,24,25.01,6.56,,1237,v4py-clone_caption-seed1237-a100.wav
clone_caption,1238,24,24.76,6.56,,1238,v4py-clone_caption-seed1238-a100.wav
clone_caption,1239,24,24.73,6.56,,1239,v4py-clone_caption-seed1239-a100.wav
clone_caption,1240,24,24.92,6.56,,1240,v4py-clone_caption-seed1240-a100.wav
clone_caption,1241,24,24.89,6.56,,1241,v4py-clone_caption-seed1241-a100.wav
clone_caption,1242,24,24.89,6.56,,1242,v4py-clone_caption-seed1242-a100.wav
clone_caption,1243,24,24.98,6.56,,1243,v4py-clone_caption-seed1243-a100.wav
