mode,seed,steps,wall_sec,audio_sec,pred_frames_msg,used_seed,out_file
clone_caption,1234,24,22.36,5.56,,1234,v4py-clone_caption-seed1234-a000.wav
clone_caption,1235,24,21.79,5.56,,1235,v4py-clone_caption-seed1235-a000.wav
clone_caption,1236,24,21.81,5.56,,1236,v4py-clone_caption-seed1236-a000.wav
clone_caption,1237,24,21.77,5.56,,1237,v4py-clone_caption-seed1237-a000.wav
clone_caption,1238,24,21.97,5.56,,1238,v4py-clone_caption-seed1238-a000.wav
clone_caption,1239,24,22.04,5.56,,1239,v4py-clone_caption-seed1239-a000.wav
clone_caption,1240,24,22.09,5.56,,1240,v4py-clone_caption-seed1240-a000.wav
clone_caption,1241,24,22.3,5.56,,1241,v4py-clone_caption-seed1241-a000.wav
clone_caption,1242,24,22.01,5.56,,1242,v4py-clone_caption-seed1242-a000.wav
clone_caption,1243,24,22.23,5.56,,1243,v4py-clone_caption-seed1243-a000.wav
