mode,seed,steps,wall_sec,audio_sec,pred_frames_msg,used_seed,out_file
noref,1234,24,23.95,11.2,"info: predicted duration frames=279.6, scale=1.000, using_frames=280 (11.200s).",1234,v4py-noref-seed1234.wav
noref,1235,24,23.11,11.2,"info: predicted duration frames=279.6, scale=1.000, using_frames=280 (11.200s).",1235,v4py-noref-seed1235.wav
noref,1236,24,23.14,11.2,"info: predicted duration frames=279.6, scale=1.000, using_frames=280 (11.200s).",1236,v4py-noref-seed1236.wav
noref,1237,24,23.44,11.2,"info: predicted duration frames=279.6, scale=1.000, using_frames=280 (11.200s).",1237,v4py-noref-seed1237.wav
noref,1238,24,23.17,11.2,"info: predicted duration frames=279.6, scale=1.000, using_frames=280 (11.200s).",1238,v4py-noref-seed1238.wav
noref,1239,24,23.41,11.2,"info: predicted duration frames=279.6, scale=1.000, using_frames=280 (11.200s).",1239,v4py-noref-seed1239.wav
noref,1240,24,23.23,11.2,"info: predicted duration frames=279.6, scale=1.000, using_frames=280 (11.200s).",1240,v4py-noref-seed1240.wav
noref,1241,24,23.68,11.2,"info: predicted duration frames=279.6, scale=1.000, using_frames=280 (11.200s).",1241,v4py-noref-seed1241.wav
noref,1242,24,23.6,11.2,"info: predicted duration frames=279.6, scale=1.000, using_frames=280 (11.200s).",1242,v4py-noref-seed1242.wav
noref,1243,24,23.22,11.2,"info: predicted duration frames=279.6, scale=1.000, using_frames=280 (11.200s).",1243,v4py-noref-seed1243.wav
clone,1234,24,30.84,11.52,"info: predicted duration frames=288.2, scale=1.000, using_frames=288 (11.520s).",1234,v4py-clone-seed1234.wav
clone,1235,24,30.72,11.52,"info: predicted duration frames=288.2, scale=1.000, using_frames=288 (11.520s).",1235,v4py-clone-seed1235.wav
clone,1236,24,30.63,11.52,"info: predicted duration frames=288.2, scale=1.000, using_frames=288 (11.520s).",1236,v4py-clone-seed1236.wav
clone,1237,24,30.87,11.52,"info: predicted duration frames=288.2, scale=1.000, using_frames=288 (11.520s).",1237,v4py-clone-seed1237.wav
clone,1238,24,30.4,11.52,"info: predicted duration frames=288.2, scale=1.000, using_frames=288 (11.520s).",1238,v4py-clone-seed1238.wav
clone,1239,24,30.37,11.52,"info: predicted duration frames=288.2, scale=1.000, using_frames=288 (11.520s).",1239,v4py-clone-seed1239.wav
clone,1240,24,30.68,11.52,"info: predicted duration frames=288.2, scale=1.000, using_frames=288 (11.520s).",1240,v4py-clone-seed1240.wav
clone,1241,24,30.58,11.52,"info: predicted duration frames=288.2, scale=1.000, using_frames=288 (11.520s).",1241,v4py-clone-seed1241.wav
clone,1242,24,33.7,11.52,"info: predicted duration frames=288.2, scale=1.000, using_frames=288 (11.520s).",1242,v4py-clone-seed1242.wav
clone,1243,24,35.36,11.52,"info: predicted duration frames=288.2, scale=1.000, using_frames=288 (11.520s).",1243,v4py-clone-seed1243.wav
clone_caption,1234,24,39.58,11.64,"info: predicted duration frames=291.3, scale=1.000, using_frames=291 (11.640s).",1234,v4py-clone_caption-seed1234.wav
clone_caption,1235,24,34.97,11.64,"info: predicted duration frames=291.3, scale=1.000, using_frames=291 (11.640s).",1235,v4py-clone_caption-seed1235.wav
clone_caption,1236,24,35.33,11.64,"info: predicted duration frames=291.3, scale=1.000, using_frames=291 (11.640s).",1236,v4py-clone_caption-seed1236.wav
clone_caption,1237,24,35.43,11.64,"info: predicted duration frames=291.3, scale=1.000, using_frames=291 (11.640s).",1237,v4py-clone_caption-seed1237.wav
clone_caption,1238,24,35.42,11.64,"info: predicted duration frames=291.3, scale=1.000, using_frames=291 (11.640s).",1238,v4py-clone_caption-seed1238.wav
clone_caption,1239,24,35.42,11.64,"info: predicted duration frames=291.3, scale=1.000, using_frames=291 (11.640s).",1239,v4py-clone_caption-seed1239.wav
clone_caption,1240,24,35.59,11.64,"info: predicted duration frames=291.3, scale=1.000, using_frames=291 (11.640s).",1240,v4py-clone_caption-seed1240.wav
clone_caption,1241,24,36.92,11.64,"info: predicted duration frames=291.3, scale=1.000, using_frames=291 (11.640s).",1241,v4py-clone_caption-seed1241.wav
clone_caption,1242,24,40.72,11.64,"info: predicted duration frames=291.3, scale=1.000, using_frames=291 (11.640s).",1242,v4py-clone_caption-seed1242.wav
clone_caption,1243,24,40.66,11.64,"info: predicted duration frames=291.3, scale=1.000, using_frames=291 (11.640s).",1243,v4py-clone_caption-seed1243.wav
